Car_ID,Brand,Model,Car_Type,Year,Fuel_Type,Transmission,Mileage,Engine_cc,Power_HP,Seats,Color,Price_INR,Condition,Owner_Type,Insurance_Status,Registration_City,Service_History,Accident_History,Car_Availability
2225,Mahindra,Marazzo,MPV,2011,EV,Automatic,20.72,4203,125,7,Silver,3006470,New,1st,Valid,New John,Yes,Yes,Available
2226,Nissan,Micra,Hatchback,2006,Diesel,Manual,19.37,1543,206,8,Green,1727364,New,3rd,Valid,West Isaiah,No,No,Sold
2227,Renault,K-ZE,EV,2020,CNG,Manual,19.11,2792,170,2,Green,4194053,Used,1st,Valid,Port Mia,Yes,Yes,Sold
2228,BMW,X5,SUV,2008,Diesel,Manual,15.35,3408,402,7,Blue,3512523,New,3rd,Valid,North Mary,No,Yes,Available
2229,Nissan,Kicks,SUV,2012,Diesel,Automatic,16.44,1070,136,2,Black,3446767,New,2nd,Expired,Port Rickyshire,Yes,Yes,Sold
2230,Mercedes,E-Class,Sedan,2020,CNG,Automatic,22.97,2242,50,7,Green,3986166,New,1st,Expired,South Monica,Yes,No,Sold
2231,Toyota,Glanza,Hatchback,2016,CNG,Automatic,23.11,4069,332,5,Red,1919240,Used,1st,Valid,Stephaniemouth,No,Yes,Available
2232,Ford,Figo,Hatchback,2017,Petrol,Manual,12.71,2717,234,7,White,1064237,Used,3rd,Valid,New Michelleshire,No,Yes,Available
2233,Ford,Tourneo,MPV,2010,Diesel,Manual,12.18,4369,408,4,Green,2653314,New,2nd,Expired,North Victoriahaven,Yes,Yes,Available
2234,Renault,KWID,Hatchback,2015,Petrol,Automatic,16.33,1691,313,4,Green,2205295,Used,1st,Expired,Lake Tiffany,No,Yes,Available
2235,Hyundai,i20,Hatchback,2024,Petrol,Manual,21.28,1667,145,5,Blue,1427225,New,1st,Valid,North Gina,Yes,No,Available
2236,Mahindra,Marazzo EV,MPV,2021,CNG,Automatic,22.74,4309,114,8,Black,2410781,Used,1st,Valid,New John,Yes,No,Available
2237,Audi,A5 Cabriolet,Convertible,2015,Diesel,Automatic,20.05,1687,232,8,Red,4991923,Used,2nd,Valid,Sarahside,No,No,Sold
2238,Tata,Nexon,SUV,2007,Petrol,Manual,24.07,1417,357,8,Blue,977503,Used,2nd,Expired,North Mary,Yes,No,Available
2239,Mercedes,E-Class Cabriolet,Convertible,2007,Diesel,Automatic,14.59,3979,226,4,Black,4704521,New,2nd,Valid,Lake Katherine,No,No,Available
2240,Mercedes,EQC,EV,2024,EV,Automatic,19.07,3144,162,2,White,1026209,Used,1st,Valid,North Nancytown,Yes,No,Sold
2241,Hyundai,i20,Hatchback,2021,CNG,Manual,22.28,2880,126,2,Blue,3601302,Used,3rd,Valid,Port Nicolefurt,Yes,Yes,Available
2242,Tata,Tigor,Sedan,2020,Diesel,Manual,12.96,1302,348,5,Red,1172228,Used,2nd,Expired,Sarafort,Yes,No,Sold
2243,Mercedes,C-Class Coupe,Coupe,2019,Diesel,Manual,20.86,1670,406,8,White,4230228,Used,3rd,Valid,Port Nicolefurt,Yes,No,Available
2244,Volkswagen,Polo,Hatchback,2012,Petrol,Automatic,14.63,2564,136,4,Silver,4039955,Used,2nd,Valid,New John,Yes,No,Sold
2245,Audi,e-tron,EV,2010,EV,Manual,16.02,1021,417,5,Silver,1062145,New,3rd,Expired,New Brian,Yes,No,Available
2246,BMW,4 Series,Coupe,2005,Petrol,Manual,14.86,4203,327,7,Silver,4702027,Used,1st,Valid,North Tiffany,No,No,Sold
2247,Audi,e-tron,EV,2016,Petrol,Manual,17.62,2162,53,4,Black,2828302,Used,2nd,Expired,Daniellehaven,Yes,Yes,Sold
2248,Mahindra,Marazzo EV,MPV,2013,Diesel,Manual,13.4,1349,405,7,Green,2387020,New,3rd,Expired,West Michaelfurt,No,Yes,Sold
2249,Mahindra,Marazzo,MPV,2019,EV,Automatic,18.9,4942,398,8,Silver,4109259,New,3rd,Valid,Velazquezmouth,Yes,No,Sold
2250,Volkswagen,Tiguan,SUV,2016,Petrol,Manual,21.02,3019,322,4,White,4624117,Used,1st,Valid,Jamieberg,Yes,Yes,Available
2251,Mahindra,Marazzo EV,MPV,2011,CNG,Automatic,12.21,1920,315,7,Red,1573469,Used,2nd,Valid,West Michaelfurt,No,No,Available
2252,Mahindra,XUV500,SUV,2005,Petrol,Manual,13.23,2550,276,5,Black,2205517,New,1st,Expired,West Michaelfurt,Yes,No,Available
2253,Nissan,Kicks,SUV,2007,EV,Automatic,10.37,4172,249,8,Green,970829,New,1st,Expired,North Mary,No,No,Available
2254,Maruti,Vitara Brezza,SUV,2018,Diesel,Manual,21.04,1295,407,8,Black,1054625,New,3rd,Expired,Daniellehaven,No,Yes,Sold
2255,Maruti,Ertiga,MPV,2014,CNG,Automatic,15.87,2952,328,7,Silver,966470,Used,3rd,Expired,New Michelleshire,No,No,Sold
2256,Hyundai,Staria,MPV,2017,Petrol,Manual,12.57,1506,145,2,Blue,3871526,New,2nd,Valid,North Victoriahaven,No,Yes,Available
2257,Audi,A4,Sedan,2009,EV,Manual,24.5,4793,308,8,White,4871322,Used,2nd,Valid,West Isaiah,No,No,Sold
2258,Audi,A5,Coupe,2023,CNG,Automatic,22.74,1588,207,4,White,4233525,New,1st,Valid,South Nicholas,Yes,Yes,Sold
2259,Kia,Picanto,Hatchback,2013,Diesel,Automatic,18.67,2998,289,8,Grey,3242496,Used,1st,Valid,East Johnchester,No,Yes,Available
2260,Mahindra,Marazzo,MPV,2011,Diesel,Automatic,23.5,4598,247,2,Green,4477524,Used,2nd,Expired,North Bethanyville,Yes,No,Available
2261,Mercedes,GLE,SUV,2011,CNG,Automatic,17.05,1465,76,5,Green,205930,New,3rd,Valid,Sarahside,Yes,No,Available
2262,Audi,A5 Cabriolet,Convertible,2023,EV,Automatic,20.2,3976,436,7,Blue,3991336,New,1st,Valid,West Isaiah,Yes,Yes,Available
2263,Nissan,Kicks,SUV,2021,Diesel,Automatic,22.12,2307,94,4,Silver,2280925,Used,1st,Expired,North Gina,No,No,Available
2264,Nissan,Altima,Sedan,2022,Petrol,Manual,17.69,910,94,4,Black,1507232,New,3rd,Valid,Jennifermouth,Yes,No,Available
2265,MG,ZS EV Hatch,Hatchback,2005,Petrol,Manual,12.45,3614,217,5,White,2350768,New,3rd,Expired,West Jennifer,No,No,Sold
2266,Volkswagen,ID.4,EV,2017,Diesel,Automatic,18.65,2720,231,2,Green,316954,New,1st,Valid,Jennifermouth,No,No,Available
2267,Audi,A6,Sedan,2014,CNG,Manual,16.2,1932,243,2,Red,1449888,New,2nd,Valid,New Michelleshire,No,Yes,Available
2268,Mahindra,Marazzo,MPV,2025,Petrol,Automatic,11.64,974,354,5,Silver,3742600,New,3rd,Expired,New John,Yes,No,Sold
2269,Volkswagen,Golf,Hatchback,2014,Diesel,Automatic,20.55,4410,121,7,Green,2449576,New,2nd,Expired,South Monica,Yes,Yes,Available
2270,MG,ZS EV,SUV,2019,EV,Automatic,10.17,4848,314,2,Grey,2095625,New,1st,Expired,North Bethanyville,No,Yes,Sold
2271,Kia,Carens,SUV,2016,Petrol,Automatic,21.71,4038,135,4,Green,3366553,Used,3rd,Expired,New Billymouth,No,Yes,Sold
2272,Maruti,Dzire,Sedan,2008,EV,Automatic,22.64,4934,104,7,Green,1191422,Used,1st,Expired,North Tiffany,Yes,Yes,Available
2273,MG,ZS EV,SUV,2015,Petrol,Automatic,18.36,4903,222,5,Grey,3026584,Used,2nd,Valid,Lesterstad,No,Yes,Sold
2274,Skoda,Kushaq,SUV,2006,EV,Manual,17.7,4188,227,8,Blue,558588,New,1st,Expired,Port Rickyshire,No,No,Available
2275,Honda,Honda e,EV,2025,CNG,Automatic,10.07,2685,283,2,Silver,396140,New,3rd,Valid,New John,Yes,Yes,Sold
2276,Tata,Tiago,Hatchback,2019,CNG,Manual,18.86,4263,353,4,Green,3581543,New,3rd,Expired,North Mary,No,Yes,Sold
2277,Mercedes,E-Class Cabriolet,Convertible,2020,EV,Manual,21.38,2481,71,5,Red,4978704,Used,2nd,Valid,Arnoldmouth,No,No,Sold
2278,Skoda,Scala,Hatchback,2007,CNG,Automatic,24.74,3259,179,7,Grey,776817,New,2nd,Valid,Lake Tiffany,No,Yes,Available
2279,Hyundai,i20,Hatchback,2015,Diesel,Automatic,21.88,4411,316,4,Silver,1164719,Used,2nd,Expired,Amyhaven,Yes,No,Available
2280,Tata,Nexon EV,EV,2007,CNG,Manual,18.37,4466,85,5,Red,3834401,Used,3rd,Expired,Port Mia,Yes,Yes,Available
2281,BMW,X1,SUV,2020,Petrol,Manual,24.36,866,128,2,White,3421754,Used,2nd,Valid,North Bethanyville,Yes,No,Available
2282,Toyota,Innova Crysta,MPV,2013,Diesel,Automatic,15.69,1932,251,8,Grey,3920618,Used,3rd,Expired,New Billymouth,Yes,No,Sold
2283,BMW,4 Series,Coupe,2022,CNG,Automatic,19.16,893,192,4,Grey,1604958,Used,1st,Expired,North Nancystad,Yes,No,Available
2284,Audi,A5 Cabriolet,Convertible,2010,CNG,Automatic,23.71,1459,423,2,Green,1978529,New,3rd,Expired,Graybury,No,Yes,Sold
2285,Audi,e-tron,EV,2011,Diesel,Automatic,14.35,893,399,8,Red,762292,New,2nd,Expired,New Michelleshire,No,Yes,Available
2286,BMW,Z4,Convertible,2011,Diesel,Manual,19.37,2625,444,5,Silver,2270852,New,3rd,Expired,Daniellehaven,No,Yes,Sold
2287,Mercedes,EQC,EV,2007,Diesel,Manual,16.31,2599,341,5,Black,2867337,Used,2nd,Expired,South Michaelmouth,No,Yes,Available
2288,Skoda,Enyaq,EV,2006,EV,Manual,21.35,1137,398,7,Grey,3184045,Used,1st,Expired,Stephaniemouth,No,Yes,Sold
2289,Honda,CR-V,SUV,2005,CNG,Manual,12.39,2162,208,4,Green,273192,Used,2nd,Expired,Graybury,Yes,No,Sold
2290,MG,ZS EV Hatch,Hatchback,2010,Petrol,Manual,10.71,2412,385,8,Blue,1239750,New,3rd,Expired,South James,Yes,No,Available
2291,Skoda,Octavia,Sedan,2019,EV,Manual,20.1,1189,375,2,White,3985189,New,3rd,Expired,New Billymouth,No,Yes,Sold
2292,Nissan,Altima,Sedan,2010,EV,Manual,12.42,2003,271,7,Blue,4512037,Used,1st,Expired,New Yolanda,Yes,No,Available
2293,Mercedes,C-Class,Sedan,2020,CNG,Automatic,17.13,1597,319,7,White,4833889,New,2nd,Expired,Port Rickyshire,Yes,Yes,Available
2294,Volkswagen,Tiguan,SUV,2017,CNG,Manual,23.6,2414,159,5,Red,1215542,New,1st,Expired,South Michaelmouth,Yes,No,Sold
2295,Toyota,Innova Crysta,SUV,2020,Diesel,Manual,21.13,4858,272,8,Black,1619393,New,3rd,Expired,New Billymouth,No,Yes,Sold
2296,BMW,X1,SUV,2013,Petrol,Manual,11.78,1934,136,8,Grey,2510238,Used,3rd,Expired,Amyhaven,Yes,No,Sold
2297,Toyota,Innova Crysta,MPV,2013,CNG,Manual,20.48,4480,293,8,Green,2060034,Used,1st,Valid,North Bethanyville,No,Yes,Sold
2298,Mercedes,C-Class Coupe,Coupe,2020,EV,Manual,20.47,1578,173,7,White,3740585,Used,2nd,Expired,Baldwinhaven,No,No,Sold
2299,Hyundai,Venue,SUV,2025,EV,Manual,24.59,3642,414,8,Black,2645234,Used,3rd,Expired,Lake Ashleyside,No,Yes,Sold
2300,Maruti,Swift,Hatchback,2012,Petrol,Manual,15.5,4785,387,4,Red,2811645,New,1st,Valid,Jamieberg,Yes,Yes,Sold
2301,Mahindra,Scorpio,SUV,2017,EV,Automatic,16.76,2826,140,2,Black,4251613,Used,2nd,Valid,Scottfurt,Yes,Yes,Available
2302,Kia,Picanto,Hatchback,2020,Diesel,Automatic,24.86,4656,167,5,White,2262552,New,3rd,Valid,Jamieberg,No,Yes,Sold
2303,Tata,Altroz,Hatchback,2020,Diesel,Manual,24.24,4397,368,8,Blue,502178,New,1st,Expired,New Yolanda,No,No,Available
2304,Mercedes,EQC,EV,2025,CNG,Manual,17.19,3375,105,8,Blue,3560640,New,2nd,Expired,New Josephshire,No,Yes,Available
2305,Toyota,Fortuner,SUV,2008,Petrol,Manual,21.51,2609,388,8,Silver,3857147,Used,3rd,Expired,Jamieberg,Yes,No,Available
2306,Renault,Duster,SUV,2010,EV,Automatic,10.86,4778,364,7,Green,943229,New,2nd,Expired,Robertschester,Yes,No,Sold
2307,Ford,Figo,Hatchback,2022,CNG,Automatic,23.62,1763,171,8,Silver,1696862,Used,2nd,Expired,Robertschester,Yes,Yes,Sold
2308,Renault,K-ZE,EV,2009,Diesel,Automatic,18.98,860,418,7,Silver,1431488,New,2nd,Valid,South Monica,Yes,Yes,Available
2309,Hyundai,Aura,Sedan,2005,Diesel,Manual,23.63,4577,149,8,Green,1161520,Used,1st,Expired,South Michaelmouth,Yes,Yes,Available
2310,BMW,Z4,Convertible,2023,Petrol,Manual,12.44,3716,406,2,Green,3227745,Used,2nd,Valid,Port Mia,No,Yes,Sold
2311,Volkswagen,T-Roc,SUV,2019,Diesel,Manual,14.15,2548,80,4,Black,2401805,New,2nd,Expired,North Tiffany,No,No,Available
2312,Volkswagen,T-Roc,SUV,2019,EV,Manual,13.23,3013,108,5,Grey,2866440,Used,2nd,Valid,Sarafort,No,No,Available
2313,Skoda,Kodiaq,SUV,2012,CNG,Automatic,16.88,1709,104,7,White,2302908,Used,2nd,Valid,Richmondport,No,Yes,Available
2314,Tata,Nexon EV,EV,2024,EV,Manual,11.46,2345,277,8,Black,2088972,New,3rd,Valid,Graybury,No,Yes,Available
2315,Hyundai,Venue,SUV,2015,EV,Automatic,15.74,2581,245,5,Grey,747913,Used,3rd,Expired,Lake Ashleyside,No,No,Sold
2316,Volkswagen,ID.4,EV,2011,CNG,Automatic,14.65,1088,132,4,White,878663,New,1st,Valid,Lake Tiffany,Yes,Yes,Available
2317,Maruti,Ertiga,MPV,2010,CNG,Manual,18.11,2852,126,2,White,3157221,Used,1st,Expired,North Bethanyville,No,Yes,Available
2318,BMW,i4,EV,2018,Petrol,Manual,22.7,1640,153,4,White,4503670,New,1st,Valid,North Bethanyville,No,Yes,Available
2319,Nissan,Leaf,EV,2008,Diesel,Automatic,23.07,2144,342,5,Silver,1167384,New,1st,Expired,Linburgh,No,No,Available
2320,Hyundai,Venue,SUV,2020,Diesel,Manual,11.91,4482,212,7,Green,2023376,New,3rd,Valid,New Billymouth,Yes,No,Available
2321,Mercedes,GLA,SUV,2007,EV,Manual,24.85,3161,135,2,Silver,964838,New,2nd,Valid,Baldwinhaven,Yes,Yes,Sold
2322,Skoda,Slavia,Sedan,2010,Diesel,Automatic,22.1,3371,58,2,Red,4764190,New,3rd,Valid,Claudiatown,No,Yes,Sold
2323,Toyota,Glanza,Hatchback,2005,EV,Automatic,10.73,2003,225,2,White,4791788,Used,2nd,Expired,Sarafort,Yes,Yes,Available
2324,Toyota,Glanza,Hatchback,2016,Petrol,Manual,16.03,4947,242,5,Green,1923228,New,3rd,Valid,Scottfurt,No,Yes,Available
2325,Ford,Figo,Hatchback,2021,CNG,Automatic,10.81,4820,289,2,Grey,4417276,Used,3rd,Valid,North Bethanyville,Yes,Yes,Sold
2326,Mercedes,EQC,EV,2021,Diesel,Manual,21.72,1340,333,8,White,3046640,Used,2nd,Valid,Jennifermouth,No,Yes,Sold
2327,MG,ZS EV Hatch,Hatchback,2015,EV,Manual,19.92,2874,356,2,Green,4054136,New,2nd,Valid,Richmondport,No,No,Available
2328,Audi,A5 Cabriolet,Convertible,2012,Diesel,Automatic,14.15,1859,332,5,White,463256,New,3rd,Expired,Lake Katherine,Yes,No,Available
2329,Hyundai,Venue,SUV,2009,CNG,Automatic,19.88,4544,319,8,Black,1507527,New,1st,Valid,Jamieberg,Yes,No,Sold
2330,Hyundai,Creta,SUV,2025,EV,Automatic,15.54,1603,170,4,Black,3557687,New,2nd,Expired,New John,No,Yes,Sold
2331,Renault,KWID,Hatchback,2014,EV,Automatic,14.55,3434,369,7,Black,1609434,New,1st,Expired,Linburgh,Yes,Yes,Available
2332,Ford,Aspire,Sedan,2025,Petrol,Manual,12.52,2654,295,2,Blue,2797659,New,3rd,Valid,North Mary,Yes,No,Available
2333,Renault,K-ZE,EV,2007,Petrol,Automatic,25,4598,334,5,Silver,4132605,Used,3rd,Expired,Velazquezmouth,No,Yes,Available
2334,BMW,Z4,Convertible,2005,EV,Manual,21.94,2455,88,4,White,4679863,New,1st,Valid,Baldwinhaven,Yes,No,Sold
2335,Mahindra,Marazzo EV,MPV,2013,Diesel,Automatic,23.35,884,253,8,Red,2347087,New,1st,Expired,North Victoriahaven,Yes,Yes,Available
2336,Hyundai,i20,Hatchback,2010,Petrol,Manual,22.34,3221,410,7,Red,4860354,New,1st,Expired,Lake Brian,No,No,Available
2337,BMW,Z4,Convertible,2023,Petrol,Automatic,12.48,2209,86,2,Silver,3054511,Used,2nd,Expired,Arnoldmouth,No,No,Sold
2338,Audi,Q3,SUV,2021,Petrol,Automatic,11.71,3407,436,4,Silver,673876,New,2nd,Expired,Robertschester,No,Yes,Available
2339,Ford,Fusion,Sedan,2014,EV,Automatic,11.67,1811,314,2,Black,4930540,New,3rd,Expired,East Johnchester,Yes,Yes,Sold
2340,Kia,Picanto,Hatchback,2021,EV,Manual,15.21,1067,390,8,Green,955877,New,2nd,Valid,Graybury,Yes,Yes,Available
2341,Hyundai,Aura,Sedan,2006,EV,Automatic,17.34,4713,349,5,Green,2665013,New,2nd,Valid,Scottfurt,Yes,Yes,Sold
2342,Honda,Honda e,EV,2005,CNG,Manual,22.23,2999,356,8,Grey,2815563,New,3rd,Valid,Claudiatown,Yes,No,Available
2343,Renault,Duster,SUV,2009,Diesel,Automatic,23.94,1511,255,7,White,1782284,New,3rd,Expired,Lake Katherine,Yes,No,Available
2344,MG,ZS EV Hatch,Hatchback,2010,Diesel,Manual,22.64,4894,325,5,Grey,2858282,New,3rd,Expired,Port Rickyshire,No,No,Sold
2345,Tata,Tigor EV,EV,2014,CNG,Automatic,13.78,3817,104,4,Red,3537405,Used,3rd,Expired,Port Rickyshire,No,No,Sold
2346,Mahindra,XUV700,SUV,2010,Diesel,Manual,15.73,4701,360,8,White,2418122,New,3rd,Expired,Sarahside,No,Yes,Sold
2347,Kia,EV6,EV,2007,Petrol,Automatic,10.78,3286,83,8,White,4905547,Used,1st,Expired,Stephaniemouth,Yes,No,Sold
2348,Nissan,Leaf,EV,2019,CNG,Manual,24.68,1710,380,5,White,3488957,Used,1st,Valid,New Yolanda,Yes,No,Sold
2349,BMW,4 Series,Coupe,2016,Petrol,Manual,12.32,998,405,8,Grey,2366977,Used,1st,Valid,Hallport,Yes,Yes,Sold
2350,Honda,CR-V,SUV,2023,EV,Automatic,23.57,1798,91,7,Blue,1206267,Used,1st,Valid,Sarahside,Yes,Yes,Sold
2351,Toyota,bZ4X,EV,2017,Petrol,Automatic,22.3,2678,281,4,Red,4742916,Used,1st,Expired,Lesterstad,Yes,No,Available
2352,Tata,Tiago,Hatchback,2012,Petrol,Manual,18.69,4959,421,8,Green,4850267,Used,2nd,Expired,Stephaniemouth,No,No,Sold
2353,Kia,Picanto,Hatchback,2018,CNG,Manual,19.99,2769,307,8,Blue,884493,New,1st,Valid,Velazquezmouth,Yes,Yes,Available
2354,Tata,Tigor,Sedan,2006,EV,Automatic,24.77,1954,243,8,Red,2693523,Used,1st,Valid,Port Nicolefurt,No,Yes,Sold
2355,Volkswagen,T-Roc,SUV,2025,Petrol,Manual,24.69,1163,57,4,Red,4067532,Used,3rd,Expired,West Ashleyside,No,No,Sold
2356,Skoda,Enyaq,EV,2016,CNG,Manual,23.35,3877,185,7,Green,959443,Used,3rd,Expired,Stephaniemouth,Yes,No,Sold
2357,Tata,Tigor,Sedan,2005,Diesel,Automatic,13.97,2933,120,5,Blue,4185130,Used,2nd,Expired,Arnoldmouth,No,Yes,Sold
2358,Toyota,Fortuner,SUV,2006,Petrol,Manual,19.59,1822,53,7,Black,1812056,New,3rd,Valid,East Johnchester,No,Yes,Available
2359,Skoda,Fabia,Hatchback,2021,EV,Automatic,12.31,1143,394,4,Black,589259,Used,1st,Expired,Port Nicolefurt,Yes,No,Available
2360,Toyota,bZ4X,EV,2017,CNG,Manual,22.9,4238,65,2,Blue,4521405,New,3rd,Expired,Arnoldmouth,Yes,Yes,Available
2361,Mahindra,Scorpio,SUV,2017,EV,Automatic,24.95,1595,66,2,White,633948,Used,1st,Expired,Scottfurt,Yes,Yes,Sold
2362,Ford,Fusion,Sedan,2018,CNG,Automatic,11.36,2234,106,7,Black,4793366,Used,3rd,Expired,West Michaelfurt,Yes,Yes,Sold
2363,Hyundai,Aura,Sedan,2022,Diesel,Automatic,15.96,4831,228,2,Blue,4622659,Used,2nd,Expired,Velazquezmouth,Yes,No,Available
2364,Maruti,WagonR EV,EV,2005,Petrol,Manual,23.79,1812,93,7,Silver,537047,New,3rd,Valid,Arnoldmouth,No,Yes,Available
2365,Mercedes,C-Class Coupe,Coupe,2017,Petrol,Manual,22.44,3062,358,8,Green,730876,New,3rd,Valid,South Monica,No,No,Available
2366,BMW,5 Series,Sedan,2016,Diesel,Manual,14.65,4319,151,5,White,4658974,Used,1st,Expired,Amyhaven,No,No,Sold
2367,Skoda,Scala,Hatchback,2005,EV,Manual,12.44,3246,318,7,Grey,202960,New,3rd,Valid,Stephaniemouth,Yes,No,Sold
2368,BMW,X1,SUV,2020,CNG,Manual,23.22,1112,128,8,Blue,4549197,New,2nd,Expired,New Josephshire,No,No,Sold
2369,Skoda,Enyaq,EV,2006,EV,Automatic,21.57,4436,263,2,Green,533084,New,3rd,Expired,North Gina,Yes,No,Available
2370,Mercedes,E-Class Cabriolet,Convertible,2016,EV,Manual,22.7,1541,211,5,Silver,1233955,New,3rd,Expired,Sarahside,Yes,No,Sold
2371,Hyundai,i20,Hatchback,2012,CNG,Automatic,21.9,1304,75,7,Silver,1024711,Used,1st,Expired,South Michaelmouth,No,Yes,Sold
2372,Skoda,Octavia,Sedan,2014,EV,Manual,23.16,2892,185,2,Black,1117615,Used,2nd,Expired,Jennifermouth,No,Yes,Available
2373,Kia,Picanto,Hatchback,2011,Diesel,Automatic,15.26,1981,208,8,Silver,1322958,New,2nd,Expired,Velazquezmouth,Yes,No,Available
2374,Mahindra,XUV700,SUV,2009,CNG,Manual,20.07,2868,155,8,White,4862137,New,2nd,Expired,Lake Tiffany,Yes,No,Available
2375,Ford,Aspire,Sedan,2006,Diesel,Manual,14.16,3038,71,5,Green,170642,New,1st,Expired,West Jennifer,Yes,No,Available
2376,Hyundai,Venue,SUV,2011,EV,Automatic,24.2,2177,338,2,Blue,1744518,Used,2nd,Valid,New Billymouth,Yes,No,Sold
2377,MG,ZS EV Hatch,Hatchback,2017,EV,Manual,22.68,2096,156,2,Red,1516670,New,3rd,Valid,Daniellehaven,No,Yes,Available
2378,Kia,Picanto,Hatchback,2012,EV,Automatic,23.5,4242,203,2,White,1349558,New,2nd,Valid,New John,No,No,Sold
2379,Tata,Nexon,SUV,2010,Diesel,Automatic,21.28,2295,312,2,Silver,784592,New,3rd,Expired,New Yolanda,Yes,Yes,Sold
2380,Mahindra,Thar,SUV,2013,Diesel,Automatic,21.4,1510,173,7,Black,353788,New,1st,Valid,New Josephshire,No,No,Available
2381,Ford,Tourneo,MPV,2022,Petrol,Manual,13.12,1641,50,2,Black,4013356,Used,1st,Expired,Baldwinhaven,Yes,No,Available
2382,BMW,Z4,Convertible,2013,Petrol,Manual,22.62,3486,417,5,Grey,868270,New,2nd,Valid,East Johnchester,Yes,No,Sold
2383,Renault,Clio,Hatchback,2022,CNG,Automatic,18.13,2018,240,2,Black,4410532,New,3rd,Valid,Sarahside,No,Yes,Sold
2384,Renault,Triber,Sedan,2017,EV,Automatic,20.06,1648,176,2,Silver,4908768,Used,3rd,Expired,South Michaelmouth,Yes,Yes,Sold
2385,Mahindra,Marazzo,MPV,2010,CNG,Manual,20.83,1788,175,4,White,1618837,New,2nd,Expired,New John,Yes,No,Sold
2386,Maruti,Ertiga,SUV,2017,Diesel,Manual,17.07,974,278,7,White,481670,Used,2nd,Expired,West Isaiah,Yes,Yes,Available
2387,Volkswagen,Vento,Sedan,2024,EV,Manual,22.04,2882,313,2,White,1316551,Used,1st,Valid,Amyhaven,Yes,No,Available
2388,Mercedes,C-Class Coupe,Coupe,2012,Diesel,Manual,23.2,1327,240,8,Red,1380441,Used,1st,Expired,Baldwinhaven,No,No,Available
2389,Skoda,Slavia,Sedan,2019,CNG,Manual,20.73,4194,396,5,Grey,1470137,Used,3rd,Expired,Lake Ashleyside,No,Yes,Sold
2390,Nissan,Micra,Hatchback,2019,CNG,Automatic,15.18,1813,122,7,Green,1869747,New,1st,Valid,Baldwinhaven,No,Yes,Sold
2391,BMW,3 Series,Sedan,2022,Diesel,Manual,17.84,3118,125,8,Green,1204713,Used,2nd,Expired,Linburgh,No,Yes,Available
2392,Ford,Mustang Mach-E,EV,2016,Diesel,Manual,20.56,4844,53,7,Black,837868,New,3rd,Expired,Daniellehaven,No,No,Available
2393,Ford,Mustang Mach-E,EV,2014,Petrol,Manual,17.12,2579,129,8,Green,3618480,Used,1st,Valid,Lesterstad,Yes,Yes,Available
2394,Kia,Carnival,SUV,2019,Petrol,Automatic,18.4,2765,390,5,White,4716975,New,3rd,Valid,Richmondport,No,Yes,Sold
2395,Toyota,Glanza,Hatchback,2024,Petrol,Automatic,22.57,2329,188,7,Green,601918,New,1st,Expired,South Carloshaven,No,No,Available
2396,Mercedes,E-Class,Sedan,2011,Petrol,Manual,10.61,3976,203,4,Green,261573,Used,3rd,Valid,South Nicholas,Yes,No,Available
2397,Renault,Triber,Sedan,2008,CNG,Manual,19.99,4464,263,2,Black,2912570,Used,1st,Valid,North Gina,No,Yes,Available
2398,Tata,Altroz,Hatchback,2025,CNG,Automatic,17.78,2785,414,8,Black,4914521,New,3rd,Expired,South Nicholas,Yes,Yes,Available
2399,Ford,Figo,Hatchback,2022,Diesel,Manual,13.42,2906,168,4,Blue,2835617,Used,3rd,Expired,West Michaelfurt,Yes,Yes,Sold
2400,Mahindra,Marazzo,MPV,2021,EV,Automatic,13.98,4798,276,5,Green,2805818,Used,3rd,Expired,South Carloshaven,Yes,Yes,Sold
2401,BMW,Z4,Convertible,2022,CNG,Manual,11.78,1311,412,2,Blue,2576862,New,3rd,Expired,North Victoriahaven,No,Yes,Available
2402,Mercedes,E-Class,Sedan,2021,EV,Automatic,18.23,4859,79,2,Green,3827889,Used,1st,Valid,Sarahside,Yes,Yes,Available
2403,Maruti,Vitara Brezza,SUV,2021,CNG,Automatic,16.72,2312,366,2,Green,1914678,Used,3rd,Valid,Amyhaven,No,No,Sold
2404,Toyota,Innova Crysta,MPV,2017,Petrol,Automatic,14,3048,365,7,Silver,4085308,Used,2nd,Valid,Jennifermouth,No,No,Available
2405,Kia,Carnival,SUV,2009,CNG,Automatic,22.25,4646,286,8,Silver,3027867,New,1st,Expired,Jennifermouth,No,Yes,Sold
2406,Audi,A4,Sedan,2011,CNG,Manual,21.86,2893,377,4,Red,3277166,New,3rd,Valid,West Isaiah,No,No,Available
2407,Ford,Mustang Mach-E,EV,2005,Diesel,Automatic,10.94,4975,59,4,Black,1173409,Used,3rd,Expired,Linburgh,Yes,No,Available
2408,Mercedes,C-Class Coupe,Coupe,2020,EV,Automatic,18.39,2010,94,5,Black,3826657,New,1st,Valid,Lake Brian,No,Yes,Sold
2409,Kia,Picanto,Hatchback,2016,Petrol,Automatic,16.23,3963,352,5,Red,3520093,Used,1st,Valid,South Nicholas,Yes,No,Available
2410,Tata,Nexon,SUV,2017,CNG,Manual,13.24,1833,309,8,White,1430718,Used,2nd,Expired,Graybury,Yes,Yes,Available
